Subject ID;Video ID;Attention (Proprietary measure of mental focus);Mediation (Proprietary measure of calmness);Raw (Raw EEG signal);Delta (1-3 Hz of power spectrum);Theta (4-7 Hz of power spectrum);Alpha 1 (Lower 8-11 Hz of power spectrum);Alpha 2 (Higher 8-11 Hz of power spectrum);Beta 1 (Lower 12-29 Hz of power spectrum);Beta 2 (Higher 12-29 Hz of power spectrum);Gamma 1 (Lower 30-100 Hz of power spectrum);Gamma 2 (Higher 30-100 Hz of power spectrum); predefined label (whether the subject is expected to be confused);user-defined label (whether the subject is actually confused)
0.000000000000000000e+00;0.000000000000000000e+00;4,80E+19;6,40E+19;4,00E+19;1,63E+23;1,45E+22;8,46E+21;1,70E+21;3,48E+21;3,60E+21;2,62E+21;3,27E+21;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;5,40E+19;6,70E+19;-2,50E+19;1,28E+23;4,45E+22;2,15E+22;3,64E+22;3,55E+22;6,09E+22;4,56E+22;4,79E+22;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;4,00E+19;6,60E+19;1,53E+20;6,22E+23;1,20E+23;1,85E+22;9,41E+21;1,62E+22;1,88E+22;1,78E+22;9,74E+21;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;3,80E+19;6,40E+19;2,00E+20;2,52E+24;4,34E+23;2,29E+23;4,47E+22;1,09E+23;4,47E+22;1,17E+23;3,49E+22;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;3,80E+19;7,50E+19;1,21E+20;4,82E+23;6,06E+21;5,42E+21;8,74E+21;1,90E+21;3,28E+21;7,69E+21;1,37E+21;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;2,10E+19;7,00E+19;1,40E+20;2,20E+24;3,11E+23;7,86E+22;3,26E+22;2,39E+22;2,91E+22;1,23E+23;3,28E+22;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;2,00E+19;8,10E+19;2,75E+20;1,45E+23;7,60E+22;3,12E+22;2,02E+22;1,44E+22;1,40E+22;1,52E+22;1,50E+22;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;2,10E+19;7,00E+19;8,80E+19;7,48E+23;1,19E+23;1,54E+22;9,81E+21;5,25E+21;1,10E+22;2,51E+22;1,61E+22;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;2,40E+19;6,70E+19;3,80E+19;1,14E+24;1,15E+23;1,48E+23;2,81E+22;1,59E+22;6,60E+22;7,29E+22;1,40E+22;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;2,60E+19;7,50E+19;1,13E+20;2,72E+24;2,70E+23;3,70E+22;1,83E+23;7,56E+22;3,84E+22;5,02E+22;2,65E+22;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;2,60E+19;7,80E+19;6,50E+19;8,12E+23;1,56E+23;1,21E+23;4,95E+22;2,26E+22;3,42E+22;4,85E+22;1,60E+22;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;2,90E+19;8,70E+19;1,08E+20;1,05E+24;1,44E+23;4,82E+22;1,96E+22;1,97E+22;2,20E+22;6,12E+22;1,25E+22;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;2,40E+19;6,60E+19;-6,60E+19;2,25E+24;5,79E+23;3,75E+22;3,52E+22;3,52E+22;8,55E+22;2,20E+23;5,82E+22;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;3,40E+19;6,90E+19;-1,86E+20;2,51E+24;8,99E+22;4,27E+22;1,32E+23;5,53E+22;6,29E+22;6,84E+22;2,65E+22;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;3,00E+19;7,80E+19;8,50E+19;1,83E+24;1,70E+23;5,56E+23;1,39E+23;5,19E+22;8,17E+22;1,06E+23;6,75E+22;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;2,90E+19;8,30E+19;2,50E+19;2,03E+24;2,94E+23;1,25E+23;8,87E+22;4,88E+22;4,57E+22;9,13E+22;1,23E+22;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;2,40E+19;9,10E+19;1,08E+20;9,46E+23;1,35E+23;3,22E+22;1,08E+22;4,27E+21;1,41E+22;4,22E+22;7,15E+21;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;1,30E+19;7,80E+19;1,02E+20;7,35E+23;1,36E+23;1,44E+22;1,47E+22;8,00E+21;1,02E+22;2,31E+22;8,24E+21;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;1,30E+19;5,70E+19;2,20E+19;2,00E+24;1,03E+24;1,25E+23;2,35E+23;7,71E+22;1,15E+23;2,22E+23;8,41E+22;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;1,30E+19;5,40E+19;-9,10E+19;5,01E+23;1,35E+23;4,37E+21;7,58E+22;3,50E+22;1,82E+22;3,68E+22;1,90E+22;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;1,70E+19;6,00E+19;7,30E+19;9,39E+22;5,49E+22;2,43E+22;6,99E+21;3,55E+21;1,31E+22;9,31E+21;2,97E+21;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;2,60E+19;7,00E+19;3,60E+19;1,96E+24;3,13E+23;1,97E+23;5,44E+22;3,21E+22;9,30E+22;1,65E+23;3,47E+22;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;2,10E+19;7,70E+19;1,69E+20;2,71E+24;5,07E+23;1,10E+23;1,90E+23;5,06E+22;4,23E+22;1,18E+23;3,09E+22;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;2,30E+19;7,00E+19;-1,10E+19;1,00E+24;1,40E+23;2,85E+22;5,05E+21;4,16E+21;1,52E+22;3,69E+22;6,09E+21;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;2,10E+19;5,70E+19;6,90E+19;1,06E+24;5,46E+23;5,86E+22;1,01E+22;1,12E+22;7,78E+22;1,11E+23;1,70E+22;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;2,30E+19;5,40E+19;8,70E+19;1,85E+24;2,57E+23;8,05E+22;7,33E+22;6,51E+22;8,11E+22;3,79E+22;1,90E+22;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;3,40E+19;5,10E+19;8,00E+18;1,07E+24;1,29E+23;5,40E+22;4,36E+21;9,19E+21;3,13E+22;1,58E+22;2,88E+21;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;3,40E+19;5,70E+19;1,80E+19;1,14E+24;7,52E+22;5,82E+22;4,17E+21;2,83E+22;1,35E+22;2,31E+22;5,62E+21;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;3,50E+19;6,90E+19;8,10E+19;1,49E+23;1,50E+22;6,72E+21;1,39E+21;3,81E+21;3,30E+21;6,73E+21;2,24E+21;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;4,10E+19;6,10E+19;1,80E+19;1,78E+23;8,05E+22;1,03E+22;8,98E+21;6,49E+21;3,97E+22;6,19E+21;8,71E+21;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;4,40E+19;5,10E+19;1,68E+20;6,59E+23;5,45E+22;8,76E+21;2,23E+21;1,13E+22;1,89E+22;1,54E+22;4,32E+21;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;5,00E+19;3,80E+19;4,00E+18;6,49E+23;8,73E+22;3,16E+21;1,03E+22;6,73E+21;1,62E+22;1,85E+22;5,52E+21;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;4,80E+19;3,00E+19;4,00E+19;1,99E+23;8,83E+22;1,19E+22;7,75E+21;5,62E+21;1,14E+22;2,81E+22;8,64E+21;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;4,70E+19;3,50E+19;1,25E+20;4,82E+23;2,04E+23;2,52E+22;3,63E+22;4,92E+22;8,76E+22;8,47E+22;2,29E+22;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;2,00E+19;4,30E+19;1,48E+20;1,26E+24;8,34E+23;9,55E+22;6,19E+22;3,37E+22;4,64E+22;1,67E+23;1,66E+22;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;2,10E+19;2,40E+19;-1,01E+20;7,44E+23;3,37E+23;5,14E+21;7,30E+21;2,37E+22;4,26E+22;4,57E+22;1,49E+22;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;1,30E+19;1,70E+19;-7,10E+19;1,04E+24;2,00E+23;3,74E+20;2,42E+22;2,32E+22;2,60E+22;1,71E+22;1,13E+22;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;1,00E+18;4,70E+19;2,30E+19;-5,80E+19;5,88E+23;2,77E+23;4,74E+22;1,36E+22;1,84E+22;1,13E+23;5,51E+22;6,95E+21;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;4,80E+19;3,70E+19;1,80E+19;2,65E+23;7,32E+21;1,35E+21;1,47E+21;1,75E+21;2,47E+21;2,39E+21;1,27E+21;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;5,60E+19;4,40E+19;8,40E+19;1,82E+24;2,59E+23;2,22E+22;7,14E+22;6,96E+22;1,05E+23;1,41E+23;2,96E+22;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;5,00E+19;5,00E+19;-2,40E+19;8,22E+23;1,44E+23;3,37E+22;2,46E+22;4,06E+22;2,79E+22;2,04E+22;9,27E+21;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;4,00E+19;5,10E+19;-6,80E+19;2,43E+23;1,46E+23;5,04E+22;2,63E+21;9,57E+21;1,57E+22;1,22E+22;1,16E+22;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;3,40E+19;4,10E+19;5,00E+19;9,59E+23;1,13E+23;6,24E+21;7,84E+21;6,31E+21;1,23E+22;1,59E+22;4,35E+21;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;2,30E+19;5,30E+19;3,80E+19;9,23E+23;3,33E+23;1,84E+23;1,40E+23;1,38E+22;5,43E+22;2,63E+22;3,24E+22;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;2,10E+19;5,10E+19;1,09E+20;1,70E+23;5,23E+22;1,28E+22;4,66E+21;5,48E+21;8,87E+21;4,57E+22;5,56E+21;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;2,70E+19;5,40E+19;-7,60E+19;1,20E+24;1,61E+23;7,72E+22;2,83E+22;2,03E+22;4,56E+22;2,13E+22;1,68E+22;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;3,70E+19;6,90E+19;1,05E+20;3,36E+22;1,11E+22;7,65E+21;1,74E+21;6,48E+20;5,64E+21;2,69E+21;9,80E+20;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;4,40E+19;7,00E+19;8,90E+19;6,31E+22;1,28E+22;1,28E+22;6,15E+21;2,04E+21;6,17E+21;4,62E+21;1,11E+21;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;3,50E+19;6,40E+19;2,80E+19;6,76E+23;8,26E+23;7,69E+22;3,34E+22;6,27E+22;3,46E+22;8,09E+22;1,48E+22;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;2,90E+19;6,30E+19;-4,60E+19;1,16E+24;6,50E+23;1,30E+23;2,22E+23;9,07E+22;9,54E+22;7,24E+22;3,33E+22;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;2,90E+19;6,30E+19;3,30E+19;2,88E+23;1,21E+20;2,50E+19;3,17E+20;6,94E+20;5,19E+20;2,14E+20;8,10E+19;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;2,90E+19;6,30E+19;-6,80E+19;7,45E+22;4,49E+22;2,79E+21;1,98E+21;9,92E+20;1,57E+21;1,71E+21;7,48E+20;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;2,90E+19;6,30E+19;6,90E+19;5,45E+23;1,60E+23;3,04E+23;9,28E+22;2,22E+22;5,03E+22;1,47E+22;1,60E+22;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;1,40E+19;5,60E+19;-7,10E+19;2,98E+23;2,34E+23;2,76E+22;4,09E+22;1,28E+22;1,68E+22;2,90E+22;1,52E+22;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;1,00E+19;3,40E+19;-1,10E+19;1,83E+23;1,01E+23;8,75E+20;7,09E+21;2,31E+22;1,28E+22;4,85E+21;6,45E+21;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;2,10E+19;4,30E+19;1,50E+20;3,80E+23;9,17E+22;7,97E+21;3,32E+22;1,25E+22;1,66E+22;2,44E+22;1,04E+22;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;1,70E+19;3,70E+19;1,56E+20;4,36E+22;3,31E+22;4,27E+21;3,05E+21;1,91E+21;2,67E+21;3,86E+21;1,48E+21;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;2,60E+19;4,00E+19;3,40E+19;3,98E+23;8,45E+22;3,42E+22;1,08E+22;1,89E+22;1,77E+22;1,58E+22;8,94E+21;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;3,50E+19;5,40E+19;1,68E+20;4,43E+23;7,30E+22;3,71E+22;1,37E+22;2,92E+22;3,31E+22;3,43E+22;4,15E+21;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;4,40E+19;5,60E+19;8,00E+18;1,08E+24;2,19E+22;3,74E+21;1,43E+22;6,23E+21;1,35E+22;1,73E+22;6,94E+21;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;5,10E+19;5,60E+19;-3,90E+19;1,07E+24;2,62E+23;4,29E+22;1,52E+22;1,93E+22;4,10E+22;7,02E+22;2,49E+22;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;6,00E+19;6,10E+19;4,10E+19;1,94E+23;2,94E+22;1,85E+22;1,89E+22;3,56E+21;2,55E+22;2,09E+22;3,80E+21;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;4,30E+19;5,30E+19;-8,90E+19;6,11E+23;1,71E+23;2,57E+22;1,58E+21;2,39E+22;9,20E+21;1,78E+22;6,95E+21;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;2,60E+19;4,80E+19;7,40E+19;1,69E+23;3,33E+22;6,97E+21;8,45E+20;3,38E+21;2,63E+21;6,04E+21;2,42E+21;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;1,60E+19;5,60E+19;1,28E+20;6,54E+23;1,17E+23;5,10E+22;3,72E+22;1,14E+22;8,39E+21;2,26E+22;5,19E+21;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;7,00E+18;5,00E+19;1,09E+20;1,13E+24;3,01E+23;5,30E+22;6,53E+22;4,13E+22;5,14E+22;1,06E+23;9,74E+21;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;1,00E+19;4,00E+19;1,05E+20;2,92E+23;6,50E+22;9,82E+20;1,65E+21;1,65E+21;4,35E+21;3,13E+21;8,73E+20;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;2,90E+19;3,70E+19;2,30E+19;8,81E+22;7,48E+21;1,45E+21;6,18E+20;1,81E+21;5,37E+21;7,91E+21;1,03E+21;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;4,40E+19;1,40E+19;-6,90E+19;1,26E+24;3,54E+23;1,13E+22;1,23E+22;3,31E+22;8,03E+22;6,81E+22;1,77E+22;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;4,40E+19;1,30E+19;-3,60E+19;1,22E+24;4,23E+23;9,58E+22;4,20E+22;3,83E+22;7,80E+22;6,90E+22;1,91E+22;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;6,70E+19;2,40E+19;5,60E+19;1,01E+23;5,79E+22;3,21E+21;1,70E+22;3,65E+22;5,36E+22;7,93E+22;1,75E+22;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;6,40E+19;3,00E+19;-1,00E+18;2,56E+23;2,87E+22;1,47E+22;5,20E+21;3,65E+21;1,69E+22;2,47E+22;2,31E+21;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;6,60E+19;5,10E+19;-8,10E+19;4,58E+23;2,18E+22;6,77E+21;9,51E+21;3,94E+21;1,01E+22;1,02E+22;6,38E+21;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;5,70E+19;4,30E+19;-1,30E+20;4,94E+22;3,56E+22;1,38E+21;2,46E+21;7,18E+20;2,42E+21;3,48E+21;1,90E+21;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;5,40E+19;4,70E+19;7,70E+19;9,94E+23;1,25E+23;1,60E+22;2,15E+22;2,85E+22;6,93E+22;5,60E+22;1,45E+22;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;4,40E+19;4,00E+19;-2,90E+19;2,59E+23;2,91E+23;5,24E+22;1,69E+22;3,83E+22;4,31E+22;2,38E+22;1,89E+22;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;4,30E+19;3,50E+19;1,40E+20;9,44E+22;5,71E+22;2,66E+21;1,66E+22;2,51E+21;1,52E+22;6,71E+21;7,15E+21;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;4,80E+19;5,00E+19;5,30E+19;2,49E+23;2,48E+23;1,39E+23;2,17E+22;2,36E+22;4,74E+22;3,80E+22;4,25E+22;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;4,10E+19;5,30E+19;7,60E+19;2,21E+24;2,21E+23;6,73E+22;3,42E+22;6,24E+22;6,59E+22;4,27E+22;8,46E+21;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;5,70E+19;5,40E+19;9,30E+19;1,39E+23;2,93E+22;1,01E+22;1,24E+22;2,20E+22;4,07E+22;6,62E+22;1,69E+22;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;5,30E+19;6,40E+19;1,53E+20;7,36E+23;1,59E+23;8,61E+22;6,15E+22;3,40E+22;3,36E+22;5,58E+22;2,39E+22;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;6,60E+19;5,70E+19;6,10E+19;3,18E+23;8,90E+22;2,09E+22;1,25E+22;9,93E+21;5,42E+22;2,82E+22;2,32E+22;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;7,40E+19;5,70E+19;4,30E+19;1,08E+24;1,62E+22;8,29E+21;2,96E+21;4,20E+21;1,32E+22;1,14E+22;3,71E+21;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;5,00E+19;5,30E+19;5,90E+19;2,41E+23;4,55E+23;3,19E+22;3,85E+22;8,18E+21;4,01E+22;6,39E+22;1,52E+22;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;5,60E+19;4,80E+19;2,20E+19;2,31E+24;1,40E+23;3,27E+22;5,29E+22;1,36E+22;5,50E+22;1,91E+22;1,47E+22;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;4,70E+19;4,40E+19;-5,40E+19;6,35E+23;1,14E+23;1,61E+22;6,55E+21;1,67E+22;1,85E+22;6,72E+21;4,28E+21;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;4,80E+19;4,40E+19;1,18E+20;5,57E+23;6,68E+22;2,16E+22;2,42E+22;1,78E+22;6,66E+22;3,90E+22;2,52E+22;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;5,10E+19;4,70E+19;1,23E+20;2,67E+23;1,84E+23;2,57E+22;9,40E+21;1,64E+22;2,16E+22;6,43E+22;7,07E+21;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;5,00E+19;3,70E+19;-4,40E+19;1,58E+24;2,12E+23;3,24E+22;5,39E+21;1,76E+22;4,69E+22;6,67E+22;5,23E+22;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;5,60E+19;2,90E+19;4,80E+19;3,39E+23;1,11E+23;4,46E+21;6,35E+21;1,43E+22;3,79E+22;1,08E+22;1,08E+22;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;4,70E+19;3,70E+19;4,40E+19;2,56E+24;1,08E+23;6,02E+22;4,92E+22;2,74E+22;4,76E+22;5,15E+22;8,50E+21;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;5,40E+19;4,10E+19;1,20E+19;6,21E+23;1,10E+23;3,73E+22;1,76E+22;1,90E+22;4,22E+22;2,71E+22;1,59E+22;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;5,00E+19;5,60E+19;-2,10E+19;1,62E+24;7,75E+22;6,85E+22;2,08E+22;2,79E+22;1,64E+22;2,42E+22;1,91E+22;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;5,00E+19;6,90E+19;5,50E+19;7,16E+23;1,54E+23;7,42E+22;1,94E+22;2,92E+22;8,53E+22;3,62E+22;4,85E+22;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;5,10E+19;6,00E+19;7,40E+19;3,38E+23;1,19E+23;3,26E+22;6,66E+21;2,45E+22;3,71E+22;3,20E+22;4,17E+22;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;4,30E+19;5,40E+19;8,00E+18;6,82E+23;1,10E+23;1,79E+22;6,54E+21;1,37E+22;1,39E+22;1,47E+22;4,98E+21;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;4,70E+19;5,00E+19;-1,95E+20;5,93E+23;3,91E+22;1,25E+22;5,50E+21;1,78E+21;8,17E+21;1,49E+22;8,67E+21;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;4,40E+19;5,10E+19;3,20E+19;1,03E+24;2,05E+23;5,15E+22;8,76E+22;2,52E+22;8,89E+22;4,17E+22;3,47E+22;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;2,70E+19;5,40E+19;-1,70E+19;3,78E+23;2,51E+23;4,98E+22;2,75E+22;1,66E+22;1,53E+22;8,59E+21;1,04E+22;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;2,60E+19;5,30E+19;-1,34E+20;1,51E+24;4,64E+23;4,95E+22;3,50E+22;4,76E+22;4,66E+22;1,29E+23;8,40E+22;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;2,30E+19;6,40E+19;6,90E+19;3,62E+23;5,76E+22;9,14E+22;2,24E+22;4,54E+21;1,82E+22;2,27E+22;1,71E+22;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;3,00E+19;6,30E+19;4,40E+19;3,88E+23;2,01E+22;1,43E+22;5,33E+21;4,02E+21;2,28E+22;5,11E+22;4,29E+21;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;4,70E+19;7,40E+19;-1,30E+20;2,29E+24;1,09E+23;9,89E+22;7,22E+22;4,04E+22;6,21E+22;8,69E+22;2,37E+22;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;6,60E+19;8,10E+19;4,00E+18;7,24E+23;7,20E+22;5,27E+22;1,73E+22;7,54E+21;1,05E+23;1,02E+23;2,22E+22;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;6,00E+19;6,10E+19;1,19E+20;1,80E+24;1,69E+23;1,65E+22;9,82E+21;1,61E+22;9,90E+21;1,71E+22;2,62E+21;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;5,10E+19;6,30E+19;1,31E+20;1,68E+24;1,91E+23;8,29E+22;5,34E+22;1,77E+22;6,94E+22;9,38E+22;3,60E+22;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;4,70E+19;5,70E+19;-1,95E+20;1,02E+24;6,44E+22;2,25E+22;1,76E+22;8,99E+21;1,40E+22;1,99E+22;4,23E+21;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;3,00E+19;4,80E+19;-2,90E+19;3,39E+23;3,40E+23;2,94E+22;2,27E+22;3,22E+22;5,30E+22;9,70E+22;2,18E+22;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;3,00E+19;4,40E+19;4,90E+19;2,99E+23;2,14E+23;1,70E+22;7,13E+21;3,99E+21;1,13E+22;1,63E+22;6,78E+21;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;2,90E+19;3,40E+19;-1,47E+20;2,66E+23;6,16E+22;4,67E+21;5,98E+21;8,93E+21;1,39E+22;1,64E+22;4,16E+21;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;2,60E+19;2,40E+19;-7,50E+19;3,22E+24;6,33E+23;8,17E+22;4,34E+22;4,49E+22;6,62E+22;8,13E+22;2,64E+22;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;3,70E+19;4,10E+19;-3,60E+19;8,14E+23;3,65E+22;5,28E+22;6,94E+22;3,31E+22;5,97E+22;3,39E+22;3,25E+22;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;5,40E+19;4,70E+19;1,81E+20;5,01E+23;1,24E+23;1,18E+22;2,09E+22;3,02E+22;5,86E+22;5,32E+22;2,32E+22;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;4,70E+19;4,70E+19;1,10E+19;6,09E+23;2,08E+23;2,64E+22;4,38E+21;1,49E+22;1,99E+22;8,74E+21;5,30E+21;0.000000000000000000e+00;1,00E+18
0.000000000000000000e+00;1,00E+18;4,30E+19;4,30E+19;3,80E+19;5,39E+23;5,20E+23;4,87E+22;2,41E+22;1,87E+22;4,33E+22;4,66E+22;2,38E+22;0.000000000000000000e+00;1,00E+18
